Key Unlock
Time,x,y,gyroX,gyroY,gyroZ
0h11m41s825ms,134.0,1203.0
10h11m41s873ms,134.0,1203.0
10h11m41s920ms,134.0,1203.0
10h11m41s953ms,134.0,1203.0
10h11m42s3ms,134.0,1203.0
10h11m42s40ms,134.0,1203.0
10h11m42s97ms,134.0,1203.0
10h11m42s130ms,134.0,1203.0
10h11m42s170ms,134.0,1203.0
10h11m42s204ms,134.0,1203.0
10h11m42s229ms,134.0,1203.0
10h11m42s277ms,134.0,1203.0
10h11m42s303ms,134.0,1203.0
10h11m42s331ms,134.0,1203.0
10h11m42s356ms,134.0,1203.0
10h11m42s384ms,134.0,1203.0
10h11m42s410ms,134.0,1203.0
10h11m42s436ms,134.0,1203.0
10h11m42s464ms,134.0,1203.0
10h11m42s490ms,134.0,1203.0
10h11m42s514ms,134.0,1203.0
10h11m42s541ms,134.0,1203.0
10h11m42s568ms,134.0,1203.0
10h11m42s600ms,134.0,1203.0
10h11m42s623ms,134.0,1203.0
10h11m42s659ms,134.0,1203.0
10h11m42s686ms,134.0,1203.0
10h11m42s710ms,134.0,1203.0
10h11m42s744ms,134.0,1203.0
10h11m42s769ms,134.0,1203.0
10h11m42s810ms,137.0,1196.0
10h11m42s850ms,137.0,1196.0
10h11m42s916ms,137.0,1196.0
10h11m42s955ms,137.0,1196.0
10h11m42s978ms,137.0,1196.0
10h11m43s14ms,137.0,1196.0
10h11m43s41ms,137.0,1196.0
10h11m43s76ms,249.5,1102.0
10h11m43s107ms,944.0122,1199.0183
10h11m43s147ms,952.68854,1218.0657
10h11m43s182ms,955.0,1228.2426
10h11m43s221ms,955.0,1231.5
10h11m43s258ms,955.0,1231.5
10h11m43s296ms,955.0,1231.5
10h11m43s376ms,955.0,1231.5
10h11m43s463ms,955.0,1231.5
10h11m43s524ms,955.0,1231.5
10h11m43s607ms,955.0,1231.5
10h11m43s669ms,955.0,1231.5
10h11m43s705ms,955.0,1231.5
10h11m43s750ms,955.0,1231.5
10h11m43s795ms,955.0,1231.5
10h11m43s845ms,955.0,1231.5
10h11m43s890ms,955.0,1231.5
10h11m43s938ms,955.0,1231.5
10h11m43s971ms,955.0,1231.5
10h11m44s43ms,955.0,1231.5
10h11m44s80ms,955.0,1231.5
10h11m44s160ms,955.0,1231.5
10h11m44s198ms,955.0,1231.5
10h11m44s240ms,955.0,1231.5
10h11m44s277ms,955.0,1231.5
10h11m44s320ms,955.0,1231.5
10h11m44s377ms,955.0,1231.5
10h11m44s421ms,955.0,1231.5
10h11m44s460ms,955.0,1231.5
10h11m44s504ms,955.0,1231.5
10h11m44s592ms,955.0,1231.5
10h11m44s647ms,955.0,1231.5
10h11m44s685ms,955.0,1231.5
10h11m44s732ms,955.0,1231.5
10h11m44s807ms,955.0,1231.5
10h11m44s843ms,955.0,1231.5
10h11m44s896ms,955.0,1231.5
10h11m44s920ms,955.0,1231.5
10h11m44s945ms,955.0,1231.5
10h11m44s970ms,955.0,1231.5
10h11m44s992ms,955.0,1231.5
10h11m45s16ms,955.0,1231.5
10h11m45s38ms,955.0,1231.5
10h11m45s61ms,955.0,1231.5
10h11m45s85ms,955.0,1231.5
10h11m45s108ms,955.0,1231.5
10h11m45s134ms,955.0,1231.5
10h11m45s159ms,955.0,1231.5
10h11m45s182ms,955.0,1231.5
10h11m45s206ms,955.0,1231.5
10h11m45s234ms,955.0,1231.5
10h11m45s257ms,955.0,1231.5
10h11m45s278ms,955.0,1231.5
10h11m45s304ms,955.0,1231.5
10h11m45s333ms,955.0,1231.5
10h11m45s363ms,955.0,1231.5
10h11m45s392ms,955.0,1231.5
10h11m45s415ms,955.0,1231.5
10h11m45s437ms,955.0,1231.5
10h11m45s459ms,955.0,1231.5
10h11m45s480ms,955.0,1231.5
10h11m45s512ms,955.0,1231.5
10h11m45s531ms,955.0,1231.5
10h11m45s555ms,955.0,1231.5
10h11m45s589ms,955.0,1231.5
10h11m45s612ms,955.0,1231.5
10h11m45s637ms,955.0,1231.5
10h11m45s659ms,955.0,1231.5
10h11m45s687ms,955.0,1231.5
10h11m45s713ms,955.0,1231.5
10h11m45s744ms,955.0,1231.5
10h11m45s773ms,955.0,1231.5
10h11m45s802ms,955.0,1231.5
10h11m45s832ms,955.0,1231.5
10h11m45s860ms,955.0,1231.5
10h11m45s910ms,955.0,1231.5
10h11m45s953ms,955.0,1231.5
10h11m45s987ms,955.0,1231.5
10h11m46s19ms,955.0,1231.5
10h11m46s45ms,955.0,1231.5
10h11m46s86ms,387.0,1027.0
10h11m46s125ms,387.0,1027.0
10h11m46s158ms,131.0,1218.0
10h11m46s195ms,131.0,1218.0
10h11m46s236ms,131.0,1218.0
10h11m46s271ms,131.0,1218.0
10h11m46s310ms,131.0,1218.0
10h11m46s347ms,131.0,1218.0
10h11m46s384ms,131.0,1218.0
10h11m46s420ms,131.0,1217.0
10h11m46s459ms,131.0,1217.0
10h11m46s505ms,131.0,1217.0
10h11m46s534ms,131.0,1217.0
10h11m46s573ms,131.0,1217.0
10h11m46s610ms,131.0,1217.0
10h11m46s647ms,131.0,1217.0
10h11m46s708ms,132.0,1218.0
10h11m46s755ms,132.0,1218.0
10h11m46s792ms,132.0,1218.0
10h11m46s844ms,132.0,1218.0
10h11m46s906ms,132.0,1218.0
10h11m46s958ms,132.0,1218.0
10h11m47s6ms,132.0,1218.0
10h11m47s46ms,132.0,1218.0
10h11m47s102ms,132.0,1218.0
10h11m47s152ms,132.0,1218.0
10h11m47s192ms,132.0,1218.0
10h11m47s312ms,132.0,1218.0
10h11m47s345ms,132.0,1218.0
10h11m47s370ms,132.0,1218.0
10h11m47s394ms,132.0,1218.0
10h11m47s418ms,132.0,1218.0
10h11m47s452ms,132.0,1218.0
10h11m47s485ms,132.0,1218.0
10h11m47s538ms,132.0,1218.0
10h11m47s602ms,132.0,1218.0
10h11m47s663ms,132.0,1218.0
10h11m47s708ms,132.0,1218.0
10h11m47s746ms,132.0,1218.0
10h11m47s801ms,132.0,1218.0
10h11m47s840ms,132.0,1218.0
10h11m47s888ms,132.0,1218.0
10h11m47s926ms,132.0,1218.0
10h11m47s964ms,132.0,1218.0
10h11m47s994ms,132.0,1218.0
10h11m48s43ms,132.0,1218.0
10h11m48s73ms,132.0,1218.0
10h11m48s115ms,132.0,1218.0
10h11m48s165ms,132.0,1218.0
10h11m48s187ms,132.0,1218.0
10h11m48s213ms,132.0,1218.0
10h11m48s242ms,132.0,1218.0
10h11m48s266ms,132.0,1218.0
10h11m48s289ms,132.0,1218.0
10h11m48s311ms,132.0,1218.0
10h11m48s331ms,132.0,1218.0
10h11m48s364ms,132.0,1218.0
10h11m48s389ms,132.0,1218.0
10h11m48s420ms,132.0,1218.0
10h11m48s443ms,132.0,1218.0
10h11m48s466ms,132.0,1218.0
10h11m48s493ms,132.0,1218.0
10h11m48s518ms,132.0,1218.0
10h11m48s541ms,132.0,1218.0
10h11m48s566ms,132.0,1218.0
10h11m48s595ms,132.0,1218.0
10h11m48s620ms,132.0,1218.0
10h11m48s646ms,132.0,1218.0
10h11m48s677ms,132.0,1218.0
10h11m48s705ms,132.0,1218.0
10h11m48s727ms,132.0,1218.0
10h11m48s774ms,502.5,1006.0
10h11m48s801ms,502.5,1006.0
10h11m48s835ms,954.0,1227.0
10h11m48s870ms,954.0,1227.0
10h11m48s906ms,954.0,1227.0
10h11m48s947ms,954.0,1227.0
10h11m48s984ms,954.0,1227.0
10h11m49s19ms,954.0,1227.0
10h11m49s57ms,954.0,1227.0
10h11m49s96ms,954.0,1227.0
10h11m49s133ms,954.0,1227.0
10h11m49s172ms,954.0,1227.0
10h11m49s207ms,954.0,1227.0
10h11m49s256ms,954.0,1227.0
10h11m49s283ms,954.0,1227.0
10h11m49s322ms,954.0,1227.0
10h11m49s360ms,954.0,1227.0
10h11m49s397ms,954.0,1226.0
10h11m49s434ms,954.0,1225.0
10h11m49s474ms,953.0,1220.5118
10h11m49s510ms,950.4469,1211.8938
10h11m49s548ms,944.042,1203.563
10h11m49s586ms,935.2799,1193.2799
10h11m49s634ms,927.94995,1185.95
10h11m49s680ms,927.94995,1185.95
10h11m49s724ms,927.94995,1185.95
10h11m49s773ms,927.94995,1185.95
10h11m49s810ms,927.94995,1185.95
10h11m49s846ms,927.94995,1185.95
10h11m49s889ms,927.94995,1185.95
10h11m49s938ms,927.94995,1185.95
10h11m49s993ms,927.94995,1185.95
10h11m50s39ms,927.94995,1185.95
10h11m50s76ms,927.94995,1185.95
10h11m50s129ms,927.94995,1185.95
10h11m50s180ms,927.94995,1185.95
10h11m50s240ms,927.94995,1185.95
10h11m50s281ms,927.94995,1185.95
10h11m50s340ms,927.94995,1185.95
