Door Unlock
Time,x,y,gyroX,gyroY,gyroZ
h35m5s258ms,0.29992676,-0.76586914,9.7499695,10.765869,0.0052948,-0.0053100586,-0.004714966
1h35m5s329ms,0.3068695,-0.7722168,9.758301,5.3861084,0.007217407,0.0061798096,-0.00579834
1h35m5s403ms,0.3068695,-0.7722168,9.758301,5.3861084,3.9672852E-4,0.011260986,-0.0028533936
1h35m5s481ms,0.3068695,-0.7722168,9.758301,5.3861084,5.493164E-4,0.0023040771,-0.006225586
1h35m5s551ms,0.30924988,-0.767807,9.75589,3.5922089,0.002532959,0.004837036,-0.0059051514
1h35m5s627ms,0.30924988,-0.767807,9.75589,3.5922089,9.0026855E-4,-0.0023956299,-0.0056610107
1h35m5s701ms,0.30924988,-0.767807,9.75589,3.5922089,-6.713867E-4,0.0013275146,-0.001953125
1h35m5s774ms,0.31323242,-0.756958,9.7651825,2.696869,0.002532959,2.4414063E-4,-0.0030212402
1h35m5s849ms,0.31323242,-0.756958,9.7651825,2.696869,0.0046691895,0.0023956299,-0.002166748
1h35m5s923ms,0.31323242,-0.756958,9.7651825,2.696869,0.006652832,-8.087158E-4,-0.001953125
1h35m5s997ms,0.30418396,-0.7692108,9.75946,2.1599457,3.9672852E-4,0.002029419,-0.0026550293
1h35m6s71ms,0.30418396,-0.7692108,9.75946,2.1599457,0.003692627,-0.0017852783,-0.0029144287
1h35m6s145ms,0.30659485,-0.7658844,9.764923,0.0074371337,0.0046691895,0.0035858154,-7.4768066E-4
1h35m6s219ms,0.30659485,-0.7658844,9.764923,0.0074371337,0.012512207,-0.004760742,-0.0033874512
1h35m6s294ms,0.30659485,-0.7658844,9.764923,0.0074371337,0.017654419,-0.0090789795,-0.0051574707
1h35m6s364ms,0.3125763,-0.75782776,9.768723,0.0077789305,0.0129852295,-0.011489868,-0.007293701
1h35m6s443ms,0.3125763,-0.75782776,9.768723,0.0077789305,0.018615723,-0.015838623,-0.010498047
1h35m6s517ms,0.3125763,-0.75782776,9.768723,0.0077789305,0.020904541,-0.022109985,-0.010498047
1h35m6s587ms,0.34098816,-0.7360077,9.774368,0.011260986,0.018035889,-0.017425537,-0.008361816
1h35m6s662ms,0.34098816,-0.7360077,9.774368,0.011260986,0.0038909912,0.0013275146,-0.0040893555
1h35m6s735ms,0.3752594,-0.7061157,9.760101,0.01506958,0.0099487305,-0.010482788,-0.007232666
1h35m6s811ms,0.3752594,-0.7061157,9.760101,0.01506958,0.011077881,-0.007217407,-0.002822876
1h35m6s885ms,0.3752594,-0.7061157,9.760101,0.01506958,0.007659912,-0.006790161,-0.0051574707
1h35m6s961ms,0.4035797,-0.6837158,9.765427,0.017098999,0.005050659,-4.5776367E-5,-0.0026245117
1h35m7s33ms,0.4035797,-0.6837158,9.765427,0.017098999,0.00680542,0.0010375977,-0.002090454
1h35m7s108ms,0.4035797,-0.6837158,9.765427,0.017098999,0.005630493,-6.2561035E-4,-0.0017547607
1h35m7s182ms,0.411438,-0.679718,9.762192,0.017233277,0.0036010742,5.950928E-4,-0.001953125
1h35m7s256ms,0.411438,-0.679718,9.762192,0.017233277,0.0046691895,0.0014343262,-0.0018310547
1h35m7s330ms,0.411438,-0.679718,9.762192,0.017233277,0.00680542,-0.003189087,-0.0021820068
1h35m7s404ms,0.4164276,-0.6728058,9.762421,0.017004395,0.0025177002,0.0055999756,1.8310547E-4
1h35m7s480ms,0.4164276,-0.6728058,9.762421,0.017004395,0.0059814453,-0.0029449463,-0.0016937256
1h35m7s550ms,0.4204712,-0.6674347,9.769257,0.013714599,0.003692627,0.0012207031,1.8310547E-4
1h35m7s623ms,0.4204712,-0.6674347,9.769257,0.013714599,0.0046691895,-0.0029449463,-8.239746E-4
1h35m7s698ms,0.4204712,-0.6674347,9.769257,0.013714599,0.006713867,-0.003036499,-8.8500977E-4
1h35m7s774ms,0.42614746,-0.66104126,9.770203,0.009014892,0.002532959,0.002243042,-0.0018005371
1h35m7s848ms,0.42614746,-0.66104126,9.770203,0.009014892,0.0032043457,9.3078613E-4,-0.001953125
1h35m7s921ms,0.42614746,-0.66104126,9.770203,0.009014892,0.006164551,-0.002746582,-0.002380371
1h35m7s995ms,0.43058777,-0.66200256,9.763229,0.0047271727,0.0014648438,0.0016937256,-0.0010681152
1h35m8s70ms,0.43058777,-0.66200256,9.763229,0.0047271727,0.0036010742,3.0517578E-4,1.373291E-4
