Key Unlock
Time,x,y,gyroX,gyroY,gyroZ
3h47m39s570ms,59.0,353.0
13h47m39s635ms,59.0,353.0
13h47m39s718ms,59.0,353.0
13h47m39s772ms,59.0,353.0
13h47m39s831ms,59.0,353.0
13h47m39s861ms,59.0,353.0
13h47m39s910ms,59.0,353.0
13h47m39s936ms,59.0,353.0
13h47m40s52ms,59.0,353.0
13h47m40s118ms,59.0,353.0
13h47m40s158ms,59.0,353.0
13h47m40s185ms,59.0,353.0
13h47m40s208ms,59.0,353.0
13h47m40s239ms,59.0,353.0
13h47m40s267ms,59.0,353.0
13h47m40s290ms,59.0,353.0
13h47m40s312ms,59.0,353.0
13h47m40s329ms,59.0,353.0
13h47m40s353ms,59.0,353.0
13h47m40s372ms,59.0,353.0
13h47m40s405ms,59.0,353.0
13h47m40s440ms,59.0,353.0
13h47m40s461ms,59.0,353.0
13h47m40s491ms,59.0,353.0
13h47m40s514ms,59.0,353.0
13h47m40s537ms,59.0,353.0
13h47m40s552ms,59.0,353.0
13h47m40s607ms,59.0,352.0
13h47m40s663ms,59.0,352.0
13h47m40s688ms,59.0,352.0
13h47m40s716ms,59.0,352.0
13h47m40s744ms,59.0,350.0
13h47m40s776ms,59.0,350.0
13h47m40s813ms,59.0,350.0
13h47m40s857ms,59.0,350.0
13h47m40s899ms,59.0,350.0
13h47m40s938ms,59.0,350.0
13h47m40s977ms,59.0,350.0
13h47m41s2ms,59.0,350.0
13h47m41s40ms,59.0,350.0
13h47m41s78ms,59.0,350.0
13h47m41s115ms,59.0,350.0
13h47m41s152ms,59.0,350.0
13h47m41s190ms,59.0,350.0
13h47m41s229ms,59.0,350.0
13h47m41s267ms,59.0,350.0
13h47m41s303ms,59.0,350.0
13h47m41s338ms,59.0,350.0
13h47m41s380ms,59.0,350.0
13h47m41s420ms,59.0,350.0
13h47m41s454ms,59.0,350.0
13h47m41s491ms,59.0,350.0
13h47m41s530ms,59.0,350.0
13h47m41s577ms,59.0,350.0
13h47m41s604ms,59.0,350.0
13h47m41s642ms,59.0,350.0
13h47m41s678ms,59.0,350.0
13h47m41s717ms,59.0,350.0
13h47m41s753ms,59.0,350.0
13h47m41s796ms,59.0,350.0
13h47m41s849ms,59.0,350.0
13h47m41s874ms,59.0,350.0
13h47m41s906ms,59.0,350.0
13h47m41s943ms,59.0,350.0
13h47m41s980ms,59.0,350.0
13h47m42s21ms,59.0,350.0
13h47m42s62ms,59.0,350.0
